,name,artist,track_URI,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,playlist
227,Should I Stay Or Should I Go,The Clash,spotify:track:7EwcNyYIMehlWfjk0yprbj,0.171,0.751,0.854,0,0.787,-6.874,0.106,113.083,0.864,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
228,Mannish Boy,Muddy Waters,spotify:track:58PSYdY0GFg0LFb2PxYk4T,0.44,0.598,0.735,0.000215,0.681,-10.882,0.0973,111.129,0.615,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
229,Just Like A Woman,Bob Dylan,spotify:track:6M5KL0LxCvXGr3j2mN4wE1,0.76,0.563,0.44,0,0.327,-9.905,0.0426,115.185,0.442,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
230,Sexual Healing,Marvin Gaye,spotify:track:3VZmChrnVW8JK6ano4gSED,0.119,0.805,0.602,0.000122,0.0581,-9.7,0.0579,94.382,0.744,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
231,Only The Lonely (Know The Way I Feel),Roy Orbison,spotify:track:5bgdcpXgqBd8B7hrgAJMtN,0.655,0.545,0.434,0.0297,0.142,-11.731,0.0295,121.371,0.885,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
232,We Gotta Get Out of This Place,The Animals,spotify:track:385Z5UTDZvJMvhOAiURcHY,0.149,0.483,0.574,0,0.101,-6.526,0.0311,123.22,0.75,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
233,I'll Feel a Whole Lot Better,The Byrds,spotify:track:5IYPafQd2E6vJ8P6JrERBE,0.0509,0.403,0.891,0,0.338,-7.381,0.0303,134.977,0.954,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
234,I've Got a Woman,Ray Charles,spotify:track:2xar08Fq5xra2KKZs5Bw9j,0.833,0.556,0.61,2.22e-06,0.258,-4.729,0.213,199.373,0.665,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
235,Everyday - Single Version,Buddy Holly,spotify:track:6CinxM6AvMah3scUuKcKIG,0.596,0.742,0.207,0,0.103,-13.301,0.0397,135.498,0.542,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
236,Planet Rock,Afrika Bambaataa,spotify:track:3uy0jtkM8QYVTsBazkli1x,0.011,0.915,0.807,0.000122,0.201,-9.636,0.13,127.35,0.708,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
237,I Fall To Pieces - Single Version,Patsy Cline,spotify:track:3T5Qv4TJKlKlmnd3oW73PR,0.87,0.56,0.214,6.06e-05,0.236,-12.014,0.0311,111.477,0.644,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
238,The Wanderer,Dion & The Belmonts,spotify:track:0tk8p69r1Ed2OuqiXxHdAQ,0.535,0.577,0.463,2.77e-05,0.426,-12.085,0.048,115.524,0.843,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
239,Son Of A Preacher Man,Dusty Springfield,spotify:track:6ek9SiEj5a65WIs2EV7qiM,0.538,0.404,0.43,0,0.0802,-12.327,0.224,180.061,0.641,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
240,Stand!,Sly & The Family Stone,spotify:track:68DqLs1hv7zI08EBvu53wV,0.214,0.609,0.788,2.44e-06,0.191,-9.726,0.0629,108.694,0.517,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
241,Rocket Man (I Think It's Going To Be A Long Long Time),Elton John,spotify:track:2zvot9pY2FNl1E94kc4K8M,0.432,0.601,0.532,6.25e-06,0.0925,-9.119,0.0286,136.571,0.341,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
242,Love Shack,The B-52's,spotify:track:4W4wYHtsrgDiivRASVOINL,0.0544,0.701,0.803,1.54e-06,0.7,-6.786,0.0545,133.608,0.903,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
243,Gimme Some Lovin' - Single Mix / U.S Version,The Spencer Davis Group,spotify:track:3RsoPQ7StO7hfdnQCQCnQe,0.0175,0.5,0.716,0.475,0.201,-8.238,0.0318,147.49,0.545,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
244,The Night They Drove Old Dixie Down - Remastered 2000,The Band,spotify:track:2x0supcZhd6NEH1nem9DnR,0.453,0.507,0.493,0,0.241,-8.786,0.0327,127.671,0.467,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
245,(Your Love Keeps Lifting Me) Higher & Higher,Jackie Wilson,spotify:track:4TBBPZks71c60whhq0PgdP,0.176,0.631,0.69,0,0.121,-6.676,0.0531,94.574,0.938,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
246,Hot Fun in the Summertime,Sly & The Family Stone,spotify:track:4t6NQkpUmvpvLDCkl3XuwA,0.634,0.656,0.65,0.0147,0.161,-11.643,0.0574,146.268,0.931,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
247,Rapper's Delight - Single Version,The Sugarhill Gang,spotify:track:24uWTDsjSCWHXmZritNFvu,0.185,0.917,0.692,1.09e-05,0.0686,-11.665,0.244,111.782,0.819,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
248,Chain of Fools,Aretha Franklin,spotify:track:61T1DPNKIuvhdNCRUvPQfp,0.0203,0.701,0.672,5.4e-06,0.518,-6.551,0.032,116.969,0.896,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
249,Paranoid,Black Sabbath,spotify:track:5ERnPWGQc5QK7M7HW3rjC6,8.89e-05,0.425,0.622,0.00164,0.17,-11.503,0.0744,162.474,0.376,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
250,Mack the Knife,Bobby Darin,spotify:track:0YTgZJfVLmJ0b8XAMZKRKg,0.76,0.549,0.529,0,0.206,-12.291,0.108,82.755,0.464,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
251,Money Honey,The Drifters,spotify:track:2oyq4IKVzomgj54xeKS3fx,0.775,0.556,0.702,0,0.127,-6.453,0.105,124.033,0.84,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
252,All the Young Dudes,Mott The Hoople,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,0.208,0.429,0.668,0,0.538,-7.539,0.044,77.737,0.398,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
253,Highway to Hell,AC/DC,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,0.061,0.574,0.913,0.00158,0.156,-4.793,0.133,115.728,0.423,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
254,Heart Of Glass - Special Mix,Blondie,spotify:track:0a4agFmqHXxcZl1nho1BxM,0.015,0.694,0.577,0.00836,0.0853,-14.63,0.0308,114.478,0.845,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
255,Paranoid Android,Radiohead,spotify:track:2EuMREhmnIPQFaqXUH5yPu,0.0342,0.328,0.762,0.00876,0.198,-8.651,0.0476,125.75,0.274,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
256,Wild Thing - Rerecorded,The Troggs,spotify:track:12PKavTaqOLlyC7tRWO4dw,0.575,0.648,0.623,0.397,0.129,-15.543,0.0814,104.484,0.441,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
257,I Can See For Miles,The Who,spotify:track:3Pqxgi0IZeyAH6NMkN1GMP,0.0675,0.362,0.886,2.28e-05,0.0832,-3.358,0.109,131.131,0.198,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
258,Hallelujah - Radio Edit,Jeff Buckley,spotify:track:7bzwk5mvjHiIxfGrsuAiO7,0.898,0.341,0.177,6e-05,0.103,-9.385,0.0339,102.334,0.158,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
259,Oh What A Night,The Dells,spotify:track:5SkQZQckhdIlFiFlZ2ZUlh,0.753,0.374,0.235,1.63e-06,0.545,-13.263,0.0302,108.938,0.249,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
260,Higher Ground,Stevie Wonder,spotify:track:0nAekUsqPk34wgTyO2AXdj,0.0631,0.716,0.85,0.00133,0.19,-9.949,0.0426,125.476,0.821,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
261,Ooo Baby Baby,Smokey Robinson & The Miracles,spotify:track:5E8YpBE5oaJCOjuGkL2IWT,0.817,0.186,0.343,0,0.163,-9.344,0.029,178.767,0.43,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
262,He's A Rebel (Re-Recorded),The Crystals,spotify:track:289eZjBYrqbS5eFATs6EEz,0.837,0.73,0.82,0.00106,0.174,-4.188,0.0479,118.587,0.918,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
263,Sail Away - Remastered,Randy Newman,spotify:track:79zQv3SsEOmyPAgUP4YDjz,0.936,0.341,0.161,0.000488,0.12,-12.324,0.0326,134.75,0.0961,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
264,Tighten Up,Archie Bell & The Drells,spotify:track:0qKCm8yeHoRJTpryDDQ9TT,0.289,0.624,0.695,0.000259,0.144,-6.365,0.185,122.938,0.787,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
265,Walking In the Rain,The Ronettes,spotify:track:6LHzCuLzfZQr0V8eZD9TPC,0.434,0.495,0.649,0,0.1,-8.295,0.032,108.031,0.403,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
266,Personality Crisis,New York Dolls,spotify:track:12EmtmrtTef9AsvbHDFqGM,0.45,0.433,0.853,1.47e-05,0.602,-11.576,0.0497,155.976,0.681,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
267,Sunday Bloody Sunday,U2,spotify:track:5Uf6OfGfz436zAegn1kui6,0.411,0.543,0.964,0.00205,0.047,-5.687,0.0515,100.456,0.777,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
268,Roadrunner (Once),The Modern Lovers,spotify:track:24RbjU5CPxHLvWY6DhzDB3,0.388,0.571,0.834,0,0.322,-8.14,0.255,138.309,0.361,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
269,He Stopped Loving Her Today,George Jones,spotify:track:2Syqdk514SaHA5eOx4vPn0,0.718,0.334,0.195,6.64e-05,0.222,-16.469,0.0338,143.828,0.418,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
270,Sloop John B - Remastered,The Beach Boys,spotify:track:2AIJ8DnQjZJrVb86uhBcrD,0.503,0.56,0.73,0,0.0828,-5.875,0.0262,125.57,0.912,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
271,Sweet Little Sixteen - Original Demo,Chuck Berry,spotify:track:4DM8ENUyqiyAe65qin4vhF,0.568,0.511,0.647,0,0.23,-7.277,0.0352,175.43,0.959,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
272,Something - Remastered,The Beatles,spotify:track:7oSUp4yZ0FbuSvVmCxH2ty,0.198,0.396,0.338,2.62e-06,0.138,-10.872,0.0304,133.522,0.377,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
273,Somebody to Love - Stereo Version,Jefferson Airplane,spotify:track:5EwqPgp5Ig8xg6ycdjN9gM,0.375,0.497,0.62,0,0.345,-8.349,0.036,130.356,0.67,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
274,Born In The U.S.A.,Bruce Springsteen,spotify:track:310epXrlbXmfGcD1qSdgVV,0.00201,0.397,0.861,2.49e-05,0.35,-12.156,0.0569,121.856,0.512,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
275,I'll Take You There,The Staple Singers,spotify:track:4j0M3v7GPijfIrzjN8QcuK,0.0904,0.846,0.595,1.96e-06,0.063,-8.372,0.0439,101.632,0.78,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
276,Ziggy Stardust - 1997 Remaster,David Bowie,spotify:track:3PPJVaa7maBPrYA4OS6gyG,0.0277,0.467,0.513,2.66e-06,0.229,-14.531,0.0825,80.966,0.448,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
277,Pictures Of You - Remastered,The Cure,spotify:track:2o49Twc3qrNMOt8gq9W06L,0.00325,0.476,0.764,0.112,0.138,-6.454,0.032,171.903,0.545,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
278,Chapel Of Love,The Dixie Cups,spotify:track:0SMRck5oZi9hc16L6FuRF6,0.395,0.539,0.364,0,0.131,-13.56,0.0341,123.056,0.59,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
279,Ain't No Sunshine,Bill Withers,spotify:track:7u9s9Kn0J9U69J0qQV3E5M,0.461,0.525,0.47,5.87e-05,0.103,-9.772,0.071,79.159,0.426,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
280,You Are The Sunshine Of My Life,Stevie Wonder,spotify:track:13mXFvyRyjfIjnag95Rnug,0.805,0.524,0.531,2.51e-05,0.203,-11.926,0.0702,132.175,0.683,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
281,Help Me,Joni Mitchell,spotify:track:4gvV5Ib89fiwMtQ4biQQjd,0.475,0.584,0.526,6.52e-05,0.0756,-10.08,0.0391,82.028,0.641,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
282,Call Me,Blondie,spotify:track:0vLwL4xuJ3s7SeaCdvMqkY,0.0336,0.551,0.628,0.000194,0.151,-13.799,0.036,142.167,0.777,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
283,"(What's So Funny 'Bout) Peace, Love And Understanding",Elvis Costello & The Attractions,spotify:track:0dhzPXfQUdjNVsjVV7n4iD,0.00118,0.375,0.948,0.00818,0.408,-7.029,0.0709,141.629,0.482,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
284,Smokestack Lightnin',Howlin' Wolf,spotify:track:2MgumdtxiSsxelbfnKNmKY,0.834,0.669,0.58,0.00172,0.168,-7.905,0.0447,145.937,0.541,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
285,Summer Babe (Winter Version),Pavement,spotify:track:3ub1ZHM5D0iVmoMjVB9xTk,5.65e-05,0.428,0.739,0.531,0.0738,-12.211,0.0296,97.79,0.73,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
286,Walk This Way,Aerosmith,spotify:track:0P8W3uflEZaHYkugq0b9nz,0.0143,0.754,0.767,1.35e-05,0.0641,-6.198,0.0572,105.591,0.932,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
287,Money (That's What I Want) - Single Version / Mono,Barrett Strong,spotify:track:6OsefWNJtsWqO7myze1HEX,0.349,0.656,0.813,0,0.114,-7.324,0.033,132.313,0.96,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
288,Can't Buy Me Love - Remastered,The Beatles,spotify:track:7KmRz1oKEwgj9qpfn72OfO,0.283,0.483,0.677,0,0.321,-5.91,0.0593,170.72,0.842,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
289,Stan,Eminem,spotify:track:4QVOTT9CM2ftSLwnYGNDjd,0.0375,0.781,0.74,2.27e-06,0.449,-5.065,0.208,80.056,0.527,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
290,She's Not There - Stereo Version,The Zombies,spotify:track:1dd7502pLYNTmiWUPrr5zr,0.633,0.511,0.515,0,0.0684,-8.381,0.0417,133.441,0.77,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
291,Train In Vain,The Clash,spotify:track:6zbUJh77nLh3IHruJ2aTly,0.117,0.769,0.732,7.46e-05,0.15,-8.502,0.0433,122.733,0.967,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
292,Tired Of Being Alone,Al Green,spotify:track:6d9rNfRFOQ0XmsUwJ8C5J0,0.503,0.773,0.418,8.55e-05,0.0893,-7.645,0.0423,98.324,0.715,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
293,Black Dog - Remaster,Led Zeppelin,spotify:track:3qT4bUD1MaWpGrTwcvguhb,0.396,0.437,0.864,0.0314,0.242,-7.842,0.0904,81.394,0.749,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
294,Street Fighting Man - Stereo Version,The Rolling Stones,spotify:track:7eZ2NUG1G7SKssQqt4uRcy,0.0117,0.563,0.756,0.00889,0.215,-10.069,0.0314,128.123,0.751,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
295,"Get Up, Stand Up",The Wailers,spotify:track:1nw8lTaFu9kphHRNy67lXa,0.229,0.797,0.574,0,0.0602,-7.268,0.373,78.183,0.814,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
296,Heart of Gold,Neil Young,spotify:track:6XDdmCAuodZfXtEgJcxpS2,0.204,0.538,0.48,0.0462,0.0955,-9.863,0.0268,171.773,0.834,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
297,One Way Or Another,Blondie,spotify:track:5Q7cE6wGHMehLFo2ppkk5D,0.00402,0.445,0.872,0.00909,0.047,-6.294,0.0602,162.407,0.834,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
298,Sign 'O' the Times,Prince,spotify:track:4Yenz5JZZOUiZSeyKY8bDz,0.00843,0.701,0.515,0.025,0.0772,-6.551,0.0988,197.768,0.549,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
299,Like a Prayer,Madonna,spotify:track:1z3ugFmUKoCzGsI6jdY4Ci,0.264,0.624,0.842,2.11e-05,0.181,-5.285,0.0376,111.037,0.257,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
300,Da Ya Think I'm Sexy? - 2008 Remaster,Rod Stewart,spotify:track:42GthmiW6mIvcyaJHdMk30,0.0176,0.724,0.658,0.000347,0.158,-9.209,0.027,112.105,0.864,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
301,Blue Eyes Crying in the Rain,Willie Nelson,spotify:track:1BgVjdUANWW78qIBVc0ayU,0.931,0.64,0.0697,0.0031,0.108,-16.4,0.0397,117.733,0.413,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
302,Ruby Tuesday - Stereo Version,The Rolling Stones,spotify:track:5dv34fSvGLhCaPNjiytAva,0.823,0.509,0.553,1.81e-06,0.216,-10.892,0.0289,104.48,0.502,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
303,With A Little Help From My Friends - Remastered,The Beatles,spotify:track:0TKiASulg0H5ZKkkqZNTdm,0.365,0.705,0.515,0,0.389,-9.343,0.0337,112.035,0.803,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
304,Say It Loud - I'm Black And I'm Proud - Pt. 1,James Brown,spotify:track:5DtALbsRbzM17LsMRK6ycS,0.313,0.856,0.535,0.00999,0.0455,-9.651,0.24,115.094,0.922,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
305,"That's Entertainment - ""The Sound Of The Jam"" Version",The Jam,spotify:track:4QEanwOqxtoscgkka5xwEH,0.547,0.586,0.693,0,0.158,-7.709,0.0283,141.485,0.795,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
306,Why Do Fools Fall in Love,Frankie Lymon,spotify:track:2xKfXRhw5xaUXfevJJspZf,0.51,0.388,0.532,3.06e-06,0.0974,-8.685,0.102,173.586,0.845,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
307,Lonely Teardrops,Jackie Wilson,spotify:track:0q1Egd5St8UXdjDfbvJjc2,0.441,0.566,0.546,0,0.706,-6.176,0.104,137.51,0.87,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
308,What's Love Got To Do WIth It - 1997 Digital Remaster,Tina Turner,spotify:track:4QjjabJx7K14tHwxEVI0Xc,0.214,0.848,0.567,1.55e-06,0.0916,-5.636,0.0476,97.854,0.779,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
309,Iron Man,Black Sabbath,spotify:track:4HzdhXWJqczW6gOIXT6QRH,0.00344,0.338,0.767,0.00318,0.0384,-11.51,0.0742,154.97,0.516,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
310,Wake up Little Susie,The Everly Brothers,spotify:track:11fNLqDB47gMKj7BHhR2Qr,0.318,0.709,0.62,0,0.0426,-9.382,0.034,93.723,0.936,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
311,In Dreams,Roy Orbison,spotify:track:1Z5a3SU7LRDmH1WzivRKag,0.64,0.496,0.43,0.000702,0.152,-9.988,0.0288,108.143,0.701,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
312,I Put a Spell on You,Screamin' Jay Hawkins,spotify:track:0SiDcKlzhgVARuMQBLB2c6,0.238,0.564,0.809,0.00484,0.395,-6.126,0.168,132.49,0.665,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
313,Comfortably Numb - 2011 Remastered Version,Pink Floyd,spotify:track:29zkoUsOE50f0I3n44LjjU,0.15,0.472,0.366,0.308,0.0837,-12.595,0.0286,127.167,0.171,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
314,Don't Let Me Be Misunderstood,The Animals,spotify:track:0V1hBXTdYOWv3N2FVzG3OM,0.146,0.546,0.568,0,0.77,-9.604,0.0285,112.584,0.488,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
315,Wish You Were Here - 2011 Remastered Version,Pink Floyd,spotify:track:5MVrZa7cDtnAoMvCgRAMqb,0.735,0.481,0.262,0.0114,0.832,-15.73,0.0414,122.883,0.375,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
316,Many Rivers To Cross - Harder They Come/Soundtrack Version,Jimmy Cliff,spotify:track:0tnScgmxGcy6NNoX7LmUaR,0.631,0.464,0.271,0.00226,0.149,-10.227,0.0676,68.705,0.16,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
317,Alison,Elvis Costello,spotify:track:1v98rfd0an913AzHvMNG8a,0.739,0.557,0.32,3.99e-05,0.112,-10.792,0.0438,176.647,0.377,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
318,School's Out,Alice Cooper,spotify:track:5Z8EDau8uNcP1E8JvmfkZe,0.05,0.294,0.745,0.125,0.676,-9.138,0.0461,134.364,0.347,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
319,Heartbreaker - 1990 Remaster,Led Zeppelin,spotify:track:6WE7jSshLCuVKoCmobVKVf,0.0746,0.403,0.709,0.494,0.132,-9.366,0.0885,97.161,0.654,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
320,Cortez The Killer,Neil Young,spotify:track:0I95nhuP4B0oa6KWLsqqvH,0.0118,0.528,0.323,0.0123,0.113,-17.112,0.0277,113.59,0.517,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
321,Fight The Power,Public Enemy,spotify:track:1Eia9YQnwl2t4gXAsA6qIL,0.00484,0.797,0.582,2.04e-06,0.517,-12.97,0.255,105.974,0.415,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
322,Dancing Barefoot - Digitally Remastered 1996,Patti Smith,spotify:track:5VhtVA9n6B6HDlBWip9FoY,0.384,0.488,0.741,0,0.109,-5.746,0.0332,115.908,0.7,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
323,Baby Love - Juke Box Single Version,The Supremes,spotify:track:5uM9zdUz8PpYJME9wZCM4W,0.776,0.594,0.698,0,0.237,-6.524,0.0365,135.821,0.649,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
324,Good Lovin' - Single Version,The Young Rascals,spotify:track:0XnhQGfqfi5CnZXcONJuI5,0.00206,0.252,0.507,0.00057,0.325,-13.337,0.0442,196.494,0.816,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
325,Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,spotify:track:1qvY84PQZYJ6ZLhQ9DEl2R,0.319,0.825,0.812,4.58e-05,0.267,-4.663,0.108,108.352,0.847,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
326,For Your Precious Love,Jerry Butler,spotify:track:0oSMttL3gQnGdamykuiBV1,0.652,0.445,0.128,0,0.111,-17.582,0.0301,79.568,0.191,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
327,The End - New Stereo Mix Advanced Resolution,The Doors,spotify:track:0ATxvG3F86ZPIsl09XCubb,0.0409,0.334,0.213,8.39e-05,0.109,-17.076,0.0303,106.979,0.0704,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
328,That's the Way of the World,"Earth, Wind & Fire",spotify:track:01nJMWcaNJ083svAa1wnRJ,0.727,0.583,0.653,0.00499,0.682,-8.071,0.0525,82.129,0.705,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
329,We Will Rock You - Remastered,Queen,spotify:track:4pbJqGIASGPr0ZpGpnWkDn,0.676,0.692,0.497,0,0.259,-7.316,0.119,81.308,0.475,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
330,I Can't Make You Love Me,Bonnie Raitt,spotify:track:69uJi5QsBtqlYkGURTBli8,0.846,0.588,0.149,9.65e-05,0.236,-16.728,0.0319,124.689,0.113,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
331,Subterranean Homesick Blues,Bob Dylan,spotify:track:6k9DUKMJpWvu6eFG3O64Lg,0.702,0.576,0.727,0,0.324,-9.973,0.05,173.854,0.751,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
332,Spirit in the Sky,Norman Greenbaum,spotify:track:0Y2SrByf4G3kbq2nBEHQRn,0.112,0.601,0.643,0.00209,0.088,-5.828,0.0314,128.262,0.552,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
333,Wild Horses - Remastered,The Rolling Stones,spotify:track:7tCzqocPcN7ugU9F1j9TxU,0.722,0.434,0.228,0.00942,0.112,-13.016,0.0281,145.28,0.176,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
334,Sweet Jane - Full Length Version; 2015 Remaster,The Velvet Underground,spotify:track:3cw3Z7mS55gd3NUjh4k0bL,0.015,0.619,0.637,0,0.374,-7.369,0.0286,105.205,0.936,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
335,Walk This Way,Aerosmith,spotify:track:5SZ6zX4rOrEQferfFC2MfP,0.0114,0.653,0.73,1.03e-05,0.0754,-10.613,0.043,108.705,0.894,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
336,Beat It - Single Version,Michael Jackson,spotify:track:6n5BpBMLfOy4uOLzmmZaEf,0.0398,0.783,0.8,3.64e-05,0.222,-5.703,0.0427,138.998,0.913,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
337,Maybe I'm Amazed,Paul McCartney,spotify:track:1I5NCZPyL32gSX3E0pmfEm,0.335,0.453,0.513,0.0234,0.235,-8.882,0.0301,79.043,0.385,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
338,You Keep Me Hangin' On - Album Version / Stereo,The Supremes,spotify:track:6tLPgXlqugmn2XfNnmGoVp,0.49,0.685,0.641,3.07e-06,0.109,-6.271,0.0466,128.259,0.756,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
339,Baba O'Riley,The Who,spotify:track:2KmEgiY8fQs0G6WNxtzQKr,0.313,0.489,0.724,0.185,0.287,-8.367,0.0352,117.292,0.15,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
340,"The Harder They Come - From ""The Harder They Come"" Soundtrack",Jimmy Cliff,spotify:track:6XitzIBDSAbU9gU9lhouQa,0.632,0.679,0.575,0,0.165,-8.037,0.0717,102.588,0.79,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
341,Runaround Sue - Remastered 1991,Dion,spotify:track:6AL6Wbn1xA3R86vAvuiho5,0.79,0.544,0.567,3.85e-06,0.363,-10.8,0.0753,78.227,0.559,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
342,Jim Dandy,LaVern Baker,spotify:track:7004I49tDafH7LqMNQaD7N,0.763,0.626,0.768,0,0.384,-7.925,0.197,171.459,0.912,500 Greatest songs of all time by Rolling stone magazine (with 2010 update)
